horizon,factor,factor_label,quantile,n,factor_min,factor_median,factor_max,btc_mean,btc_median,btc_vol,btc_p05,btc_es05,btc_positive_share,gold_mean,gold_median,gold_vol,gold_p05,gold_es05,gold_positive_share,mean_spread_btc_minus_gold
5,credit_baa,Spread de crédit Baa,2,482,-0.04999999999999982,-0.030000000000000027,-0.020000000000000018,0.01751684775404807,0.011289941857146601,0.08637323447651395,-0.11762757552287706,-0.16516459669718075,0.5684647302904564,0.0006115444244593706,0.0003597199263580819,0.021749456402896362,-0.031655576120309226,-0.04963836783412852,0.5124481327800829,0.0169053033295887
5,credit_baa,Spread de crédit Baa,3,495,-0.019999999999999796,0.0,0.010000000000000009,0.01703210044369138,0.01072234769650926,0.08913893807421587,-0.11378891852234288,-0.1695737530249248,0.5636363636363636,0.004399295887329431,0.00485511362737423,0.02099928059260299,-0.028398268795750692,-0.04218773200855864,0.604040404040404,0.012632804556361949
5,credit_baa,Spread de crédit Baa,4,373,0.010000000000000231,0.029999999999999805,0.040000000000000036,-0.0025165813810310534,0.0007932128651937376,0.09599811879235963,-0.15479211447097327,-0.23743574784159777,0.5013404825737265,0.004895178362482816,0.004267583653486895,0.022569481738578246,-0.02897267046325407,-0.04631507070003378,0.5898123324396782,-0.00741175974351387
5,credit_baa,Spread de crédit Baa,5,427,0.04999999999999982,0.07999999999999985,0.9300000000000006,-0.021336424878701344,-0.01492460011401242,0.1069657004145131,-0.20500151336372735,-0.3015491511052742,0.4168618266978923,0.005089349792640957,0.006390204778764286,0.024440824257492125,-0.036911541827189163,-0.053624887308555434,0.6323185011709602,-0.0264257746713423
5,liquidity_stress_ex_post,Tensions financières ex post (NFCI révisé),1,428,-2.2113205063349235,-1.5496330652933104,-1.2346162576893887,0.007622377781984276,0.006587969419116213,0.0803511938351029,-0.12130046952803797,-0.1858419305413168,0.5537383177570093,0.006355010741973328,0.006440391748418595,0.025562180988219312,-0.03278756970424039,-0.05212580909241149,0.6308411214953271,0.0012673670400109478
5,liquidity_stress_ex_post,Tensions financières ex post (NFCI révisé),2,428,-1.2342450801811984,-0.9446678725733252,-0.6698138351099969,0.02566862118262688,0.015320388562184206,0.0818892993528446,-0.09121418178931293,-0.12458022020043712,0.6051401869158879,0.002324954299400695,0.002996170092971262,0.020458071789223587,-0.0338054192823928,-0.043889239230075046,0.5794392523364486,0.023343666883226186
5,liquidity_stress_ex_post,Tensions financières ex post (NFCI révisé),3,427,-0.6681469967295961,-0.44908516562579553,-0.015514203699071777,0.016496414379332486,0.008935253157480005,0.08498948819620268,-0.1158716991721704,-0.15329253476857838,0.5480093676814989,0.0034313694005149078,0.002366054643837323,0.02089246271239471,-0.030904494421695895,-0.04193148533851962,0.5620608899297423,0.013065044978817579
5,liquidity_stress_ex_post,Tensions financières ex post (NFCI révisé),4,428,-0.01282429380376918,0.3917680814545051,1.0083159567937574,-0.003820412836479709,-0.0029912592404599536,0.06768828730319591,-0.11753946720321391,-0.1637685255423759,0.4766355140186916,-0.00025577624483263847,0.0008148694863261419,0.024538457630188117,-0.039492224126778684,-0.06684155570894483,0.5163551401869159,-0.0035646365916470702
5,liquidity_stress_ex_post,Tensions financières ex post (NFCI révisé),5,428,1.0139614310917664,2.1893813917556533,7.216626786588091,-0.022645191180174676,-0.014215312593464091,0.11237048477650416,-0.22944556871745334,-0.325633454954329,0.42990654205607476,0.0021351131850808613,0.002128067095881203,0.025190851235523375,-0.03440955241203274,-0.05300741373225999,0.5327102803738317,-0.024780304365255537
20,equity,Actions américaines,1,443,-0.37025095860011437,-0.04699290959857372,-0.019858916115483183,-0.08838192764980105,-0.05781812938320385,0.19561259148968252,-0.44034367723168055,-0.5711036135338549,0.2979683972911964,0.0027965182703652853,0.004964008533868025,0.04687788768904615,-0.0743893058778271,-0.10849844263839803,0.5349887133182845,-0.09117844592016633
20,equity,Actions américaines,2,442,-0.01970866466280885,-0.0011408219904822658,0.009513376016696995,-0.03570920176582768,-0.037673730885582124,0.1860428327452011,-0.3255907525947793,-0.41685975356257843,0.4276018099547511,0.00721769344120951,0.0033570170430490265,0.046352075139056634,-0.06692761552136339,-0.09161608520389938,0.5384615384615384,-0.04292689520703719
20,equity,Actions américaines,3,442,0.009521911244736003,0.01827925142585851,0.025497263789928226,0.059204712850284065,0.020276217784052086,0.1946922460131731,-0.21620679393625525,-0.3106958791898729,0.5723981900452488,0.011076498153143596,0.004703128227673492,0.04171018888987342,-0.0484687621880767,-0.06002624241408965,0.5588235294117647,0.04812821469714047
20,equity,Actions américaines,4,442,0.025507390092641913,0.032332007705952126,0.04191132985433832,0.09511733700644685,0.07259761913459517,0.2050419118913311,-0.20247371631334116,-0.25616562317601815,0.6855203619909502,0.013580016218004623,0.0035558111663007708,0.039547765127745,-0.04132039684502455,-0.053690805650855086,0.5565610859728507,0.08153732078844222
20,equity,Actions américaines,5,443,0.04191228352422627,0.05537329943133962,0.20281085627096118,0.09899356546518133,0.10384516135603583,0.1609466588636519,-0.17376961491859041,-0.27797633743005984,0.7765237020316027,0.018279635851682446,0.01610337023647901,0.039371445300608536,-0.03954151966960273,-0.05467386776999086,0.6794582392776524,0.08071392961349888
20,usd,Dollar large,1,443,-0.04928640857565014,-0.01675836485559845,-0.011354678395322892,0.04871688169855947,0.05733032311558439,0.19545038625163313,-0.3020647422692551,-0.44243404375734974,0.6523702031602708,0.03740032270389991,0.03415425855252163,0.04188898700963299,-0.029065089306702596,-0.04154756848577681,0.8284424379232506,0.01131655899465956
20,usd,Dollar large,2,442,-0.011328763478466897,-0.007455302953753851,-0.003355089285434154,0.04768315179003086,0.023629937166953496,0.2039869204624669,-0.27214646772438494,-0.3514965897473194,0.5972850678733032,0.025006535574923296,0.021853823589403465,0.03163379085639373,-0.0232070935835313,-0.03270965128058591,0.7873303167420814,0.022676616215107564
20,usd,Dollar large,3,442,-0.0033477610408203518,9.661855233211725e-05,0.004209625274913975,0.05531202936974812,0.05009595004308309,0.21470691169455242,-0.2567661560705565,-0.4102859751080188,0.6266968325791855,0.009203404123359507,0.0050002399490414184,0.0335724662663816,-0.03749786735601139,-0.05259157817644006,0.5610859728506787,0.04610862524638861
