state,threshold_low,threshold_high,n,btc_mean,gold_mean,btc_median,gold_median,btc_vol,gold_vol,btc_positive_share,gold_positive_share
low_inflation_state,0.019389742120581754,0.04992706537594471,461,0.006324012087076938,0.0002129347049518141,0.0033728957369678625,0.0009019770912033209,0.042825263719078084,0.009304528015839865,0.5466377440347071,0.5336225596529284
high_inflation_state,0.019389742120581754,0.04992706537594471,462,-0.00044943067905336265,0.00011212622865733768,-0.00019678156523550427,0.00027648960146020585,0.040506351438056046,0.009261830174877314,0.48917748917748916,0.5108225108225108
