horizon,condition,classification,episode_id,episode_start,episode_end,condition_days,anchor_date,anchor_position,window_start_date,window_end_date,condition_value_at_anchor,btc_return,gold_return,spread_btc_minus_gold
1,equity_bottom_10pct,market_observable,12,2018-10-10,2018-10-11,2,2018-10-10,284,2018-10-10,2018-10-10,-0.033416333989062075,-0.0029601128647680497,0.0024835810584162843,-0.005443693923184334
1,equity_bottom_10pct,market_observable,13,2018-10-18,2018-10-18,1,2018-10-18,290,2018-10-18,2018-10-18,-0.014496515061646065,-0.011665196683365409,0.001122068685606159,-0.012787265368971568
1,equity_bottom_10pct,market_observable,14,2018-10-24,2018-10-24,1,2018-10-24,294,2018-10-24,2018-10-24,-0.03135083200711897,7.450471473724463e-05,0.0023171370069290376,-0.002242632292191793
1,equity_bottom_10pct,market_observable,15,2018-10-26,2018-10-26,1,2018-10-26,296,2018-10-26,2018-10-26,-0.017479090705259992,-0.001227672249695999,0.003173610933107085,-0.004401283182803084
1,equity_bottom_10pct,market_observable,16,2018-11-12,2018-11-12,1,2018-11-12,307,2018-11-12,2018-11-12,-0.01989813672759233,0.004512956189079986,-0.007188596482678555,0.011701552671758542
1,equity_bottom_10pct,market_observable,17,2018-11-19,2018-11-20,2,2018-11-20,313,2018-11-20,2018-11-20,-0.01831796215430881,-0.10924730283846706,0.0,-0.10924730283846706
1,equity_bottom_10pct,market_observable,18,2018-12-04,2018-12-04,1,2018-12-04,322,2018-12-04,2018-12-04,-0.03290020854234488,0.006064771529162627,0.006080599945142318,-1.5828415979690647e-05
1,equity_bottom_10pct,market_observable,19,2018-12-07,2018-12-07,1,2018-12-07,324,2018-12-07,2018-12-07,-0.02359638323855595,-0.09389209610350235,0.008077219150825599,-0.10196931525432795
1,equity_bottom_10pct,market_observable,20,2018-12-14,2018-12-17,2,2018-12-17,330,2018-12-17,2018-12-17,-0.020992280594401613,0.10256726399764204,0.006895742533218119,0.09567152146442393
1,equity_bottom_10pct,market_observable,21,2018-12-19,2018-12-24,4,2018-12-24,335,2018-12-24,2018-12-24,-0.02748656592240728,0.0678004502159606,0.010890577890308784,0.05690987232565181
1,equity_bottom_10pct,market_observable,22,2019-01-03,2019-01-03,1,2019-01-03,341,2019-01-03,2019-01-03,-0.025068276263535694,-0.01816215580640801,0.00902531942317264,-0.02718747522958065
1,equity_bottom_10pct,market_observable,23,2019-01-22,2019-01-22,1,2019-01-22,353,2019-01-22,2019-01-22,-0.01425845436347739,-0.0026775642653920073,0.0035468368649853588,-0.006224401130377366
