horizon,condition,classification,episode_id,episode_start,episode_end,condition_days,anchor_date,anchor_position,window_start_date,window_end_date,condition_value_at_anchor,btc_return,gold_return,spread_btc_minus_gold
1,equity_bottom_5pct,market_observable,52,2021-11-26,2021-11-26,1,2021-11-26,1072,2021-11-26,2021-11-26,-0.0229870449732843,-0.056929557413193166,-0.001616846252669113,-0.05531271116052405
1,equity_bottom_5pct,market_observable,53,2021-11-30,2021-11-30,1,2021-11-30,1074,2021-11-30,2021-11-30,-0.019143376992335703,-0.010981218095551526,-0.006744546424564568,-0.004236671670986958
1,equity_bottom_5pct,market_observable,54,2022-01-05,2022-01-05,1,2022-01-05,1099,2022-01-05,2022-01-05,-0.01958327277580274,-0.05094442655973985,-0.0030121970522101194,-0.04793222950752973
1,equity_bottom_5pct,market_observable,55,2022-01-18,2022-01-18,1,2022-01-18,1107,2022-01-18,2022-01-18,-0.018559054584436296,-0.031008101124500698,-0.001651618267930921,-0.029356482856569777
1,equity_bottom_5pct,market_observable,56,2022-01-21,2022-01-21,1,2022-01-21,1110,2022-01-21,2022-01-21,-0.01909598635863574,-0.10798357494595301,-0.0032677719138094474,-0.10471580303214356
1,equity_bottom_5pct,market_observable,57,2022-02-03,2022-02-03,1,2022-02-03,1119,2022-02-03,2022-02-03,-0.02469348416817496,-0.0324257921230906,-0.0014224174555623748,-0.031003374667528227
1,equity_bottom_5pct,market_observable,58,2022-02-10,2022-02-11,2,2022-02-11,1125,2022-02-11,2022-02-11,-0.019151696234066762,-0.04081404902987096,0.01887560786556186,-0.05968965689543282
1,equity_bottom_5pct,market_observable,59,2022-02-17,2022-02-17,1,2022-02-17,1129,2022-02-17,2022-02-17,-0.021400503004024074,-0.0757064450391507,0.01357550816897568,-0.08928195320812637
1,equity_bottom_5pct,market_observable,60,2022-02-23,2022-02-23,1,2022-02-23,1132,2022-02-23,2022-02-23,-0.01858379019433265,-0.006112448197079345,0.004497100140273602,-0.010609548337352948
1,equity_bottom_5pct,market_observable,61,2022-03-07,2022-03-07,1,2022-03-07,1140,2022-03-07,2022-03-07,-0.029962522550535553,-0.04878661712048782,0.014753495270293016,-0.06354011239078083
1,equity_bottom_5pct,market_observable,62,2022-04-22,2022-04-22,1,2022-04-22,1173,2022-04-22,2022-04-22,-0.02813199052103066,-0.04252035494694084,-0.00976966135240076,-0.03275069359454008
1,equity_bottom_5pct,market_observable,63,2022-04-26,2022-04-26,1,2022-04-26,1175,2022-04-26,2022-04-26,-0.028550028430272434,-0.04984597219888798,0.0015238553873304639,-0.05136982758621844
1,equity_bottom_5pct,market_observable,64,2022-04-29,2022-04-29,1,2022-04-29,1178,2022-04-29,2022-04-29,-0.03695920232685879,-0.04220030490129112,-0.00011298334784104469,-0.042087321553450074
1,equity_bottom_5pct,market_observable,65,2022-05-05,2022-05-05,1,2022-05-05,1182,2022-05-05,2022-05-05,-0.03630072399124984,-0.09309530611622563,-0.0038184194446895248,-0.0892768866715361
1,equity_bottom_5pct,market_observable,66,2022-05-09,2022-05-09,1,2022-05-09,1184,2022-05-09,2022-05-09,-0.032561554986877184,-0.15148627625671196,-0.014585347642546154,-0.1369009286141658
1,equity_bottom_5pct,market_observable,67,2022-05-18,2022-05-18,1,2022-05-18,1191,2022-05-18,2022-05-18,-0.04123376798544065,-0.027641967316343496,0.0005313437048437564,-0.028173311021187253
1,equity_bottom_5pct,market_observable,68,2022-06-09,2022-06-13,3,2022-06-13,1208,2022-06-13,2022-06-13,-0.03953987319895802,-0.221766568159957,-0.026767358824472787,-0.1949992093354842
1,equity_bottom_5pct,market_observable,69,2022-06-16,2022-06-16,1,2022-06-16,1211,2022-06-16,2022-06-16,-0.03305221501708466,-0.035599822209373855,0.011180446816136502,-0.04678026902551036
1,equity_bottom_5pct,market_observable,70,2022-06-28,2022-06-28,1,2022-06-28,1218,2022-06-28,2022-06-28,-0.02034865838324862,-0.02920977817322523,-0.0016493806069401984,-0.027560397566285033
1,equity_bottom_5pct,market_observable,71,2022-08-22,2022-08-22,1,2022-08-22,1256,2022-08-22,2022-08-22,-0.021632427725286618,-0.012937264745433552,-0.006659303367833047,-0.006277961377600505
1,equity_bottom_5pct,market_observable,72,2022-08-26,2022-08-26,1,2022-08-26,1260,2022-08-26,2022-08-26,-0.03426852674898484,-0.045652143206980966,-0.012227153201929575,-0.03342499000505139
1,equity_bottom_5pct,market_observable,73,2022-09-13,2022-09-13,1,2022-09-13,1271,2022-09-13,2022-09-13,-0.04419911011958355,-0.10044505106255563,-0.013096728906648814,-0.08734832215590682
1,equity_bottom_5pct,market_observable,74,2022-09-29,2022-09-29,1,2022-09-29,1283,2022-09-29,2022-09-29,-0.021352776272161478,-0.00739887352830948,-0.00019394717180531984,-0.00720492635650416
1,equity_bottom_5pct,market_observable,75,2022-10-07,2022-10-07,1,2022-10-07,1289,2022-10-07,2022-10-07,-0.02840316716749136,-0.027936999949847774,-0.011023386142689162,-0.016913613807158612
1,equity_bottom_5pct,market_observable,76,2022-10-14,2022-10-14,1,2022-10-14,1294,2022-10-14,2022-10-14,-0.023947163771952162,-0.010470767300507333,-0.012537160793022473,0.0020663934925151395
1,equity_bottom_5pct,market_observable,77,2022-11-02,2022-11-02,1,2022-11-02,1307,2022-11-02,2022-11-02,-0.02531980282762092,-0.00975978982403447,-0.00699697020289225,-0.0027628196211422207
1,equity_bottom_5pct,market_observable,78,2022-11-09,2022-11-09,1,2022-11-09,1312,2022-11-09,2022-11-09,-0.020996774887089842,-0.11186746616524879,-0.00502989475916138,-0.1068375714060874
1,equity_bottom_5pct,market_observable,79,2022-12-05,2022-12-05,1,2022-12-05,1329,2022-12-05,2022-12-05,-0.018056283602074785,-0.005360329884922521,-0.017307805302720247,0.011947475417797726
1,equity_bottom_5pct,market_observable,80,2022-12-15,2022-12-15,1,2022-12-15,1337,2022-12-15,2022-12-15,-0.02523746079196343,-0.019805925740545405,-0.016494600382901403,-0.0033113253576440016
1,equity_bottom_5pct,market_observable,81,2023-02-21,2023-02-21,1,2023-02-21,1381,2023-02-21,2023-02-21,-0.02024478441412292,-0.014471525183790135,-0.0037440046605539123,-0.010727520523236223
1,equity_bottom_5pct,market_observable,82,2023-03-09,2023-03-09,1,2023-03-09,1393,2023-03-09,2023-03-09,-0.018631872945281458,-0.09386945018604109,0.009801127700098,-0.10367057788613909
1,equity_bottom_5pct,market_observable,83,2024-07-24,2024-07-24,1,2024-07-24,1738,2024-07-24,2024-07-24,-0.0234211784438898,0.0017686072109750484,-0.0035105070964620566,0.005279114307437105
1,equity_bottom_5pct,market_observable,84,2024-08-02,2024-08-05,2,2024-08-05,1746,2024-08-05,2024-08-05,-0.030427045496882243,-0.15817931088299453,-0.012773165762624217,-0.1454061451203703
1,equity_bottom_5pct,market_observable,85,2024-09-03,2024-09-03,1,2024-09-03,1766,2024-09-03,2024-09-03,-0.021378012454581707,-0.011204440172322805,-0.004332950273532532,-0.006871489898790273
1,equity_bottom_5pct,market_observable,86,2024-10-31,2024-10-31,1,2024-10-31,1808,2024-10-31,2024-10-31,-0.0187901825995187,-0.024381311506454395,-0.015616471787271102,-0.008764839719183293
1,equity_bottom_5pct,market_observable,87,2024-12-18,2024-12-18,1,2024-12-18,1841,2024-12-18,2024-12-18,-0.029936554508987356,-0.0567288577781877,-0.019371499639531997,-0.037357358138655705
1,equity_bottom_5pct,market_observable,88,2025-03-03,2025-03-03,1,2025-03-03,1889,2025-03-03,2025-03-03,-0.01775343937549323,0.022125068145001592,0.013094284775934106,0.009030783369067485
1,equity_bottom_5pct,market_observable,89,2025-03-06,2025-03-06,1,2025-03-06,1892,2025-03-06,2025-03-06,-0.017979700568309553,-0.016178745065822397,-0.005094160642131307,-0.01108458442369109
1,equity_bottom_5pct,market_observable,90,2025-03-10,2025-03-10,1,2025-03-10,1894,2025-03-10,2025-03-10,-0.027343518375984033,-0.09553789563127246,-0.008794495623059895,-0.08674340000821257
1,equity_bottom_5pct,market_observable,91,2025-03-28,2025-03-28,1,2025-03-28,1908,2025-03-28,2025-03-28,-0.019934580336265384,-0.03827963045709026,0.007384788228781858,-0.04566441868587212
1,equity_bottom_5pct,market_observable,92,2025-04-03,2025-04-04,2,2025-04-04,1913,2025-04-04,2025-04-04,-0.06160907367588031,0.024097574805100663,-0.023670204732145095,0.04776777953724576
1,equity_bottom_5pct,market_observable,93,2025-04-10,2025-04-10,1,2025-04-10,1917,2025-04-10,2025-04-10,-0.035220587845119056,-0.03315180882117197,0.024130092886814225,-0.057281901707986194
1,equity_bottom_5pct,market_observable,94,2025-04-16,2025-04-16,1,2025-04-16,1921,2025-04-16,2025-04-16,-0.02266331270099542,0.003986044575750469,0.03202257075367587,-0.028036526177925403
1,equity_bottom_5pct,market_observable,95,2025-04-21,2025-04-21,1,2025-04-21,1923,2025-04-21,2025-04-21,-0.023849649226388436,0.029794126831747647,0.030466725196562017,-0.0006725983648143696
1,equity_bottom_5pct,market_observable,96,2025-10-10,2025-10-10,1,2025-10-10,2043,2025-10-10,2025-10-10,-0.027485959970572793,-0.03611487858687745,0.010047058859954383,-0.046161937446831836
1,equity_bottom_5pct,market_observable,97,2026-01-20,2026-01-20,1,2026-01-20,2111,2026-01-20,2026-01-20,-0.020842474609839456,-0.06283771274357086,0.03713794462564746,-0.09997565736921832
1,equity_bottom_5pct,market_observable,98,2026-03-26,2026-03-26,1,2026-03-26,2157,2026-03-26,2026-03-26,-0.017559479899018626,-0.03369977367135846,-0.03831884826591203,0.004619074594553574
1,equity_bottom_5pct,market_observable,99,2026-06-05,2026-06-05,1,2026-06-05,2206,2026-06-05,2026-06-05,-0.02680135433175046,-0.05373922954098198,-0.03722984276849228,-0.016509386772489698
1,vix_change_top_10pct,market_observable,1,2017-09-05,2017-09-05,1,2017-09-05,11,2017-09-05,2017-09-05,0.1883906314384891,-0.07932050680916447,0.011044617985342065,-0.09036512479450654
1,vix_change_top_10pct,market_observable,2,2017-10-23,2017-10-23,1,2017-10-23,43,2017-10-23,2017-10-23,0.10465816274679884,-0.030162045412602367,0.001561172319444637,-0.031723217732047004
1,vix_change_top_10pct,market_observable,3,2017-11-15,2017-11-15,1,2017-11-15,60,2017-11-15,2017-11-15,0.1247570309630448,0.09762786851436722,-0.0012346702455863223,0.09886253875995354
1,vix_change_top_10pct,market_observable,4,2018-01-16,2018-01-16,1,2018-01-16,100,2018-01-16,2018-01-16,0.1377057387720102,-0.2620515614281267,0.0016526906271696618,-0.26370425205529635
1,vix_change_top_10pct,market_observable,5,2018-01-29,2018-01-29,1,2018-01-29,109,2018-01-29,2018-01-29,0.2224212688703857,0.024405526370051334,-0.0056378571834709845,0.030043383553522318
1,vix_change_top_10pct,market_observable,6,2018-02-02,2018-02-05,2,2018-02-05,114,2018-02-05,2018-02-05,0.7682450067910249,-0.1849701778973607,0.002528643755518978,-0.18749882165287968
1,vix_change_top_10pct,market_observable,7,2018-02-27,2018-02-27,1,2018-02-27,127,2018-02-27,2018-02-27,0.1626138617004318,0.03627535941892113,-0.01049377405473173,0.04676913347365286
1,vix_change_top_10pct,market_observable,8,2018-03-01,2018-03-01,1,2018-03-01,129,2018-03-01,2018-03-01,0.12397707906403843,0.03311930265591201,-0.0022425027652310803,0.03536180542114309
1,vix_change_top_10pct,market_observable,9,2018-03-19,2018-03-19,1,2018-03-19,141,2018-03-19,2018-03-19,0.18548111708432335,-0.01667613892299258,0.0021646240154513663,-0.018840762938443945
1,vix_change_top_10pct,market_observable,10,2018-03-22,2018-03-22,1,2018-03-22,144,2018-03-22,2018-03-22,0.26760505141005675,-0.02893616671360988,-0.003961028602094352,-0.024975138111515527
1,vix_change_top_10pct,market_observable,11,2018-04-02,2018-04-02,1,2018-04-02,150,2018-04-02,2018-04-02,0.16786266334149236,-0.04902312959555566,0.011618397461990781,-0.06064152705754644
1,vix_change_top_10pct,market_observable,12,2018-04-06,2018-04-06,1,2018-04-06,154,2018-04-06,2018-04-06,0.12631162289648667,-0.021315775740502474,0.0046789913047762255,-0.0259947670452787
1,vix_change_top_10pct,market_observable,13,2018-04-24,2018-04-24,1,2018-04-24,166,2018-04-24,2018-04-24,0.09786616274833504,0.06610611961134971,0.004844167468111671,0.06126195214323804
1,vix_change_top_10pct,market_observable,14,2018-05-15,2018-05-15,1,2018-05-15,181,2018-05-15,2018-05-15,0.12352402224826697,-0.022246321980381012,-0.016277595476396733,-0.0059687265039842785
1,vix_change_top_10pct,market_observable,15,2018-05-29,2018-05-29,1,2018-05-29,190,2018-05-29,2018-05-29,0.2526582887216877,0.007519165689346963,-0.00016231041385150746,0.00768147610319847
1,vix_change_top_10pct,market_observable,16,2018-06-21,2018-06-21,1,2018-06-21,207,2018-06-21,2018-06-21,0.13509389294241458,-0.00511162813753252,-0.0017477352868704443,-0.0033638928506620758
1,vix_change_top_10pct,market_observable,17,2018-06-25,2018-06-25,1,2018-06-25,209,2018-06-25,2018-06-25,0.22994679098695103,0.009979776432711418,-0.0037463887322166656,0.013726165164928084
1,vix_change_top_10pct,market_observable,18,2018-06-27,2018-06-27,1,2018-06-27,211,2018-06-27,2018-06-27,0.11778303565638337,-0.003267321033122883,-0.005718147886605074,0.002450826853482191
1,vix_change_top_10pct,market_observable,19,2018-07-30,2018-07-30,1,2018-07-30,233,2018-07-30,2018-07-30,0.09020402384939619,-0.01211538182202787,-0.0015552128809899202,-0.01056016894103795
1,vix_change_top_10pct,market_observable,20,2018-08-10,2018-08-13,2,2018-08-10,242,2018-08-10,2018-08-10,0.15503759784548654,-0.01054532302677913,-0.00043582289228183413,-0.010109500134497296
1,vix_change_top_10pct,market_observable,21,2018-08-15,2018-08-15,1,2018-08-15,245,2018-08-15,2018-08-15,0.09524187612614554,0.04667239239075727,-0.016766621575930785,0.06343901396668805
1,vix_change_top_10pct,market_observable,22,2018-08-30,2018-08-30,1,2018-08-30,256,2018-08-30,2018-08-30,0.09938350519196071,-0.02751953718331812,-0.004915718883920839,-0.022603818299397282
1,vix_change_top_10pct,market_observable,23,2018-09-17,2018-09-17,1,2018-09-17,267,2018-09-17,2018-09-17,0.12521187708496395,-0.04078531117329476,0.005206771454576931,-0.04599208262787169
1,vix_change_top_10pct,market_observable,24,2018-10-04,2018-10-04,1,2018-10-04,280,2018-10-04,2018-10-04,0.2027826286652945,0.02091424679919207,0.0005289130805081754,0.020385333718683896
1,vix_change_top_10pct,market_observable,25,2018-10-10,2018-10-10,1,2018-10-10,284,2018-10-10,2018-10-10,0.3642947422205123,-0.0029601128647680497,0.0024835810584162843,-0.005443693923184334
1,vix_change_top_10pct,market_observable,26,2018-10-18,2018-10-18,1,2018-10-18,290,2018-10-18,2018-10-18,0.14225757631330627,-0.011665196683365409,0.001122068685606159,-0.012787265368971568
1,vix_change_top_10pct,market_observable,27,2018-10-24,2018-10-24,1,2018-10-24,294,2018-10-24,2018-10-24,0.1974170872454737,7.450471473724463e-05,0.0023171370069290376,-0.002242632292191793
1,vix_change_top_10pct,market_observable,28,2018-11-12,2018-11-12,1,2018-11-12,307,2018-11-12,2018-11-12,0.16381417325660674,0.004512956189079986,-0.007188596482678555,0.011701552671758542
1,vix_change_top_10pct,market_observable,29,2018-11-19,2018-11-20,2,2018-11-20,313,2018-11-20,2018-11-20,0.11190620996045997,-0.10924730283846706,0.0,-0.10924730283846706
1,vix_change_top_10pct,market_observable,30,2018-12-04,2018-12-04,1,2018-12-04,322,2018-12-04,2018-12-04,0.23234681317334704,0.006064771529162627,0.006080599945142318,-1.5828415979690647e-05
1,vix_change_top_10pct,market_observable,31,2018-12-07,2018-12-07,1,2018-12-07,324,2018-12-07,2018-12-07,0.09191517450211029,-0.09389209610350235,0.008077219150825599,-0.10196931525432795
1,vix_change_top_10pct,market_observable,32,2018-12-17,2018-12-17,1,2018-12-17,330,2018-12-17,2018-12-17,0.12540787110304308,0.10256726399764204,0.006895742533218119,0.09567152146442393
1,vix_change_top_10pct,market_observable,33,2018-12-20,2018-12-20,1,2018-12-20,333,2018-12-20,2018-12-20,0.10387387558120009,0.03878122204445411,0.01529583691870684,0.02348538512574727
1,vix_change_top_10pct,market_observable,34,2018-12-24,2018-12-24,1,2018-12-24,335,2018-12-24,2018-12-24,0.18060415242180516,0.0678004502159606,0.010890577890308784,0.05690987232565181
1,vix_change_top_10pct,market_observable,35,2019-01-03,2019-01-03,1,2019-01-03,341,2019-01-03,2019-01-03,0.0917017667267861,-0.01816215580640801,0.00902531942317264,-0.02718747522958065
1,vix_change_top_10pct,market_observable,36,2019-01-22,2019-01-22,1,2019-01-22,353,2019-01-22,2019-01-22,0.15575452940923284,-0.0026775642653920073,0.0035468368649853588,-0.006224401130377366
